,Comunidad Autónoma o ciudad,Nombre de la Empresa,Resumen de la empresa,Especialidad de la Empresa,Sector de la empresa,Tamaño de la empresa,Fundación de la empresa,Página web de la empresa,Teléfono de la empresa,Perfil en linkedin
1622,Comunidad de Madrid,"León Research, s.l.","We, León Research, are a CRO with headquarters in Spain, providing outsourcing services for clinical research all over Europe for the Pharma Industry, Biotech companies, Medical Devices Manufacturers, and Food Industry, with a wide experience on clinical research, developing Phase I to IV clinical trials, medical devices and observational studies.",Unknown,Fabricación de productos farmacéuticos,11-50 empleados,2007,http://www.leonresearch.com,+34 987 261 064,https://www.linkedin.com/company/leon-research/
1623,Comunidad de Madrid,addactis,"Trabajando junto a las aseguradoras durante 25 años, proporcionamos soluciones de software de seguros innovadoras en todo el mundo.
Nos enorgullece trabajar para la industria de los seguros apoyando a las aseguradoras en su misión de gestionar el riesgo tanto en el seguro de vida y salud como en el seguro de daños.
addactis® combina el conocimiento y la experiencia del sector de los seguros y un alto nivel de análisis integrado en nuestro software para transformar el riesgo y la complejidad en oportunidades para mejorar el negocio de los seguros.
Innovando constantemente, desafiando los métodos e ideas existentes mediante la creación de conocimientos y soluciones que hacen posible el cambio, nuestros equipos están firmemente comprometidos a apoyar a las aseguradoras y llevar su negocio más allá. Por ello, estamos constantemente innovando e invirtiendo en I+D para ofrecer las soluciones que mejor se adapten a los retos locales de nuestros clientes, al tiempo que nos beneficiamos de una visión holística de las mejores prácticas actuariales globales.
Estamos en acción, conscientes de que el seguro es más que nunca un negocio en movimiento.

Descubra más sobre la visión de nuestros expertos y nuestra gama de soluciones en addactis.com 

Contacte con nuestros equipos: contact@addactis.com ","software, consulting, insurance, solvency 2, IFRS 17, actuaries, reinsurance, solutions for actuaries, Regulatory, Profitability, Make your regulator happy, Profitability: improve your bottom line, Pricing, Reserving, Data analytics y Risk Management",Unknown,201-500 empleados,1993,http://www.addactis.com,Unknown,https://www.linkedin.com/company/addactis-worldwide/
1624,Comunidad de Madrid,Data4 Group,"Data4 creates Smart & Scalable digital facilities for our customers.

Our network of highly-connected, resilient and sustainable data center campuses underpin our customers’ digital growth in Europe.

Data4 Group finances, designs, constructs and operates its own data centers. Delivered through our data center campus model, we provide our customers with secure, scalable and high-performance data hosting solutions. Today we own and operate 22 data centers across France, Italy, Spain, Poland and Luxembourg - and our portfolio of land and power resources, comprising 129 hectares and 209 MW, is unique within the European market.

We serve international cloud operators, major telecom operators, innovative tech companies and multinational corporations within our campuses. Our team understands their challenges, and we are agile in delivering the solutions they need. We take responsibility for the digital security of our customers - as well as for our shared environmental impact.","Shared & Dedicated Colocation, Dedicated Room, Dedicated Building, Data Center Specialist, Multi Operators Connectivity / Interconnection, Supervision & Security 24 x 7 x365, Remote Hands Services / Deliveries / Logistics, Customer Portal / Project Management, Multi-tenant Datacenter , Disaster Recovery Plan y Neutral-Carrier Datacenter",Unknown,51-200 empleados,2006,https://www.data4group.com/en/,Unknown,https://www.linkedin.com/company/data4-group/
1625,Comunidad de Madrid,Fullstep,"Generamos posibilidades para el desarrollo y crecimiento profesional de las empresas desde la función de Compras, mediante la digitalización de sus procesos, optimizando sus recursos y buscando el mayor impacto positivo en el entorno que nos rodea. Aplicamos en todos nuestros servicios el principio de que los nuevos modelos de Compras deben ser fuente de cooperación, creatividad e innovación, y cumplir los objetivos ESG (Environmental, Social y Governance).  Llevamos más de 20 años ayudando a empresas de todos los tamaños y sectores, con vocación de servicio, alcance global y orientación a resultados.","Consultoría de Negocio especializada en reducción de costes., Gestión de procesos de Compras delegadas., Outsourcing de servicios operativos de compras. y Plataforma tecnológica para la cobertura completa del ciclo del gasto.",Unknown,51-200 empleados,2000,http://www.fullstep.com,Unknown,https://www.linkedin.com/company/fullstep/
1626,Comunidad de Madrid,CROMSOURCE,"CROMSOURCE is the leading independent international provider of clinical life sciences services, focused on the clinical development of medicines and medical devices and flexible resourcing solutions.  We provide a truly comprehensive range of clinical research services and staffing solutions to the pharma, biotech, vaccine and medical device industries.

Established for more than 25 years, CROMSOURCE has become a successful international organization through our intense customer focus and our strong commitment to people and processes. The CROMSOURCE philosophy includes ‘Quality by Design’ – a focus on designing and implementing processes which ensure quality and efficiency, rather than relying solely on the ability to react to issues as they occur. The Quality by Design philosophy is utilised at all levels within CROMSOURCE, from broad operational systems design to individual study level management. In relation to this philosophy, CROMSOURCE was one of the earliest adopters of ISO certification in our industry.

We support global projects through our headquarters in Verona, Italy and offices in Belgium, Germany, Netherlands, Poland, Russia, Spain, Switzerland, UK, and USA with home-based teams working across Europe, North America and many other regions.

CROMSOURCE has industry leading rates of on-time, on-budget project delivery. Coupled with our high staff retention levels and project team stability, it is easy to why CROMSOURCE clients return to us again and again with new projects.","Clinical Operations, Early Phase Clinical Research, Project Management, Staffing Solutions, Regulatory Affairs, Site Selection, Logistics & Drug Management, Data Management, Biostatistics, Medical Writing, Quality Assurance, Pharmacovigilance, Pharmaceutical, Medical Devices y Biotech",Unknown,201-500 empleados,1997,http://www.cromsource.com,Unknown,https://www.linkedin.com/company/cromsource/
1627,Comunidad de Madrid,Kirey Group,"Kirey Group rigorously designs projects and supports companies through the Digital Transformation, offering customized solutions, strategic consulting and a full range of IT services.Our approach is rooted in operational excellence, combining a team of experienced IT professionals who can develop the most complex IT solutions, and continuous investments in research and development, leading companies to gain a competitive edge in the market.
With over 950 employees, Kirey Group headquarters in Milan and has italian operational offices in Turin, Padua, Florence and Rome, and located in Spain, Portugal, Romania, Serbia, Croatia and Kenya.",Unknown,Servicios de TI y consultoría de TI,501-1000 empleados,1976,http://www.kireygroup.com,+39 02 78625200,https://www.linkedin.com/company/kireygroup/
1628,Comunidad de Madrid,Solver,Corporate Performance Management (CPM) Software,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.linkedin.com/company/solver/
1629,Comunidad de Madrid,NETCheck,"La transformación digital nos sitúa como una empresa referente de soluciones a medida para nuestros clientes, aportándoles el conocimiento y el valor añadido para acompañarlos durante todo el proceso. 
NETCheck es una compañía especializada en consultoría y soluciones tecnológicas en entornos SAP, Microsoft, y Business Intelligence.

A lo largo de 21 años, hemos desarrollado proyectos para más de 60 compañías en más de 15 países, incorporando en nuestros proyectos las mejores prácticas de negocio.

#EquipoNETCheck 🎓Equipo joven y multidisciplinar, con una media de experiencia de 8 años. 
El 75% de nuestros colaboradores están certificados en sus respectivas prácticas.

🏆Partner Microsoft desde 2013:
Certificación Gold en DevOps,
Data Platform, Application Development y Application Integration.

🖥Service Partner de SAP desde el 2003.
Especializada en ARIBA

2014 - OBTENCIÓN DE CERTIFICACIONES ISO: Con la intención de profesionalizar aún más la Compañía y de establecer nuevos procedimientos,  se obtienen las certificaciones ISO 9001:2015 (Calidad) y 14001:2015 (Medio Ambiente)

2015 - AMPLIACIÓN DE SERVICIOS: De cara a poder ofrecer servicios y soluciones que resuelvan los problemas y necesidades de nuestros clientes, se crean las siguientes business lines: Business Intelligence – Business Analytics, Big Data y Open Source. Se introdujo además una nueva alianza con un fabricante especializado en Business Intelligence

2016 - AFIANZAMIENTO DE LAS NUEVAS LÍNEAS DE NEGOCIO: Consolidación de las líneas de negocio: Business Intelligence – Business Analytics, Big Data y Open Source. Obtención de la Certificación ISO 15504 (Calidad del Software) y la de sistema y gestión de la seguridad de la información de la organización 27001:2014

💼NETCheck es socio de referencia de SAP y Microsoft 💼
_____________________________________________________

Visítanos en www.netcheck.es
Mail: info@netcheck.es",Unknown,Servicios de TI y consultoría de TI,51-200 empleados,2001,http://www.netcheck.es,+34 915 784 738,https://www.linkedin.com/company/netcheck/
1630,Comunidad de Madrid,rpc - The Retail Performance Company,"Wir machen Marken „customer-centric“. Unsere Leidenschaft ist der Handel: Hier sorgen wir dafür, dass Mensch und Marke sich nahtlos und wertschöpfend begegnen. Unser Fokus liegt auf der Schaffung inspirierender Kundenerlebnisse für eine nachhaltige und wertschöpfende Beziehung zwischen Marken und Endkunden. Das Ergebnis unserer Arbeit:  Wettbewerbsvorteile. Gemeinsam mit unseren Klienten optimieren wir Prozesse, senken Kosten und reduzieren Risiken.

Seit 2013 gibt es uns. Wir sind ein Joint Venture der BMW Group und h&z Unternehmensberatung AG. Unser Hauptsitz ist München. Sie finden uns aber auch in Belgien, China, Frankreich, Italien, Niederlande, Portugal, Spanien, England und den USA.

Mehr als 370 Mitarbeiterinnen und Mitarbeiter sind schon Teil unserer Company. Und alle sind Macher. Wir fangen mit der Strategie an. Und hören erst auf, wenn Lösungen implementiert sind und funktionieren.","Consulting, Coaching, Training, HR-Services, Automotive, Retail, Customer Experience, Data Analytics, Customer Experience Design, Talent Management, Point of Sale, Digital Technologies, Retail Performance Management, CRM, Retail Design, Qualification, Touchpoint Management, Data Strategy y Predictive Analytics",Asesoría y servicios empresariales,201-500 empleados,2013,http://www.rpc-partners.com,+49 89 2000508-0,https://www.linkedin.com/company/rpc-de/
1631,Comunidad de Madrid,Smartvel,"Smartvel is a B2B SaaS Tech company specialized in travel requirements and destination content solutions for the Travel Industry. We help companies inspire their travelers with the right information and content at any step of the journey.

Our AI-empowered technology is capable of gathering, classifying, translating, and geolocating effectively everything there is to experience at any destination in the world.

Due to COVID-19, our technology has been retrained to gather all the Travel Restrictions due to the pandemic, helping companies provide their travelers with confidence and peace of mind about entry requirements and country restrictions worldwide.

Some of the clients already trusting Smartvel's technology are: Delta, United Airlines, Iberia, Singapore Airlines, LATAM, Vueling, RIU Hotels & Resorts, and Iberostar Hotels, among many others.

Discover all our solutions and request for a demo: https://www.smartvel.com/ ","Machine Learning, Big Data, B2B SaaS, Content, Experiencial Travel, Mobile, ChatBot, Web, destination content, traveltech, hotels, airlines, otas, dmos, travel companies, customer experience, content marketing, startup, tourism marketing, technology, covid travel restrictions, covid restrictions, travel content, travel restrictions y covid travel restrictions",Unknown,11-50 empleados,2012,https://www.smartvel.com/,,https://www.linkedin.com/company/smartvel/
1632,Comunidad de Madrid,sum,"sum (suma | une | mueve) es la compañía que trabaja para empresas con modelos de negocio B2B con el objetivo de mejorar las cifras de la primera línea de la cuenta de resultados. 

Somos la consultora especializada en la mejora de la sistemática de marketing y comercial de las empresas B2B, encontrando nuestro valor diferencial tanto en la definición de modelos de marketing omnicanal y modelos comerciales B2B, como su posterior puesta en marcha en entornos de laboratorio, permitiendo dar el paso a su industrialización.

El Account-Based Marketing o ABM es la base de nuestra fórmula de captación con el cliente, definiendo el perfil ideal de cliente, las cuentas objetivo y sus buyers o perfiles con capacidad de decisión, un modelo de interacción omnicanal basado en la tecnología, personalización y automatización para nutrir el lead dirigiéndonos a su conversión.

Nuestros servicios contemplan el diseño del marketing B2B, la estrategia y operación de captación y la externalización completa de las ventas B2B end-to-end a través de un equipo especializado.

Nuestra matriz es el Grupo Nervo.
Contamos con +25 años de experiencia, +500 proyectos, + 50 consultores especializados.",Unknown,Asesoría y servicios empresariales,51-200 empleados,2018,https://sum.es,+34 919 915 390,https://www.linkedin.com/company/sum-consultora-b2b/
1633,Comunidad de Madrid,Viko Group,"VIKO es un grupo de empresas de marketing digital. El grupo nace 1999 y actualmente lo forman 7 Compañías:

•  ELOGIA- agencia especializada en Marketing para eCommerce
•  IBRANDS- compañía que ofrece una eficaz respuesta directa
•  TANDEM UP - consultora experta en MarketPlaces
•  Kraz Data Solutions - Consultora analítica que combina datos, tecnología y ciencia. 
•  MITTUM- herramienta creada para desarrollar campañas de eMail Marketing
•  M4eC - líder en medios especializados en eCommerce para España, México y Colombia.
•  M4eC Academy - Escuela de formación de marketing digital.

 Premios y reconocimientos 
•ELOGIA: Mejor Agencia Facebook Digital Pitch Academy 2020
•ELOGIA: Premio a una de las 100 mejores ideas del año (Revista Expansión 2020)
•ELOGIA: Mejor Agencia Digital Full Service  (eAwards 2019, Spain)  
•ELOGIA: Google Premier Partner Awards 2019 Finalists  
•ELOGIA:  Best Social Media Agency (eAwards 2019, México
•ELOGIA: Mejor agencia eCommerce (eRetailDay 2018, México)
•ELOGIA: Mejor Agencia de adquisición de tráfico (eAwards 2018, México)
•ELOGIA: Mejor Agencia Digital  Full Service  (eAwards 2017, México)
•ELOGIA: Mejor Agencia de adquisición de tráfico (eAwards 2017, México)
•ELOGIA: Mejor Agencia de Marketing Digital (eAwards 2016, España)
•ELOGIA: Mejor Agencia de Marketing Digital (eAwards 2015, España)
•IBRANDS: Mejor agencia de Marketing de Afiliación (eAwards 2015, España)  
•ELOGIA: Mejor Agencia Digital 2014 (eAwards 2014, España)
•ELOGIA: Ganador en la Google All-Stars Competition 2014 (Google, España)
•ELOGIA: Premio Especial (eAwards 2014, Mexico)
•ELOGIA: Mejor Agencia de eCommerce (eRetailDay 2014, México)
•ELOGIA: Mejor Campaña en Redes Sociales (MexilOnseTuits 2013, España)
•ELOGIA: Mejor Campaña Interactiva Europa (Smile Festival 2012, España)
•ELOGIA: Mejor Agencia Digital 2011 (E-Commerce Awards 2011, España)
•ELOGIA: Mejor Proyecto de Negocio (EGANET 2011, España)
•ELOGIA: Mejor Campaña Digital (EGANET 2011, España)","eCommerce, Performance, Acquisition, Affiliate, Mobile, eMail, Technology, Apps y Marketplaces",Unknown,51-200 empleados,1999,http://viko.net/,Unknown,https://www.linkedin.com/company/vikogroup/
1634,Comunidad de Madrid,Gain Theory,"Gain Theory is a global foresight consultancy, focused on accelerating growth for ambitious brands. 

Our experts in data, advanced analytics, technology and consultancy fuse hindsight, insight, and foresight to improve investment decisions and activate growth at speed. 

Available in 62 markets, our award-winning solutions and highly specialized vertical expertise support clients via four measurement and optimization pillars: Foundations for Growth, Data Excellence, Growth Accelerators and Activating for Growth. 

To focus on what matters the most for clients, Gain Theory’s proprietary Marketing Effectiveness Index evaluates and benchmarks marketing effectiveness maturity – establishing critical gaps standing in the way of accelerated growth.  Built on data, the Marketing Effectiveness Index benchmarks against sector and industry to help inform transformational roadmap priorities. 

Gain Theory is a WPP agency (NYSE: WPP).      ",Unknown,Unknown,201-500 empleados,Unknown,http://www.gaintheory.com,Unknown,https://www.linkedin.com/company/gaintheory/
1635,Comunidad de Madrid,Zefr,"Zefr is the leading data and technology company that enables responsible marketing for brands, agencies and platforms. The company leverages a patented AI and machine learning engine, called Cognition AI, to offer brands and agencies more accurate and transparent activation and measurement solutions on scaled video platforms.","Contextual Video Targeting, Video Targeting, YouTube, Video, Programmatic Video, Targeting, Data, Video Data y Social Video",Unknown,201-500 empleados,2009,http://www.zefr.com,Unknown,https://www.linkedin.com/company/zefr/
1636,Comunidad de Madrid,YOOBIC,"YOOBIC enables companies with a deskless workforce in retail, hospitality, manufacturing, warehousing, construction and more to empower their employees through digitally optimized communication, training and process management. The YOOBIC platform gives the deskless workforce all the tools they need to be happy and productive, in the palm of their hands.

Based in New York, London, Paris, Tel Aviv, Sao Paulo, and Milan, with more than 200 employees, YOOBIC is used by 300+ brands & retailers across the world including Boots, BurgerFi, Lancôme, Lacoste, Logitech, Peloton, Puma, Vans and Sanofi",,Unknown,51-200 empleados,Unknown,https://www.yoobic.com,Unknown,https://www.linkedin.com/company/yoobic/
1637,Comunidad de Madrid,Ellab - Validation & Monitoring Solutions,"Ellab provides world-leading validation, monitoring and calibration solutions and services, as well as GMP consulting, to life science and food manufacturing companies across the globe – allowing us to build confidence in consumer safety together.

Our comprehensive range of wireless data loggers, thermocouple systems, wireless environmental monitoring systems, calibration equipment, software solutions and accessories are inclusive of an impressive customer support program that includes technical support, field and factory calibrations, service capabilities and much more.

We serve companies within the Life Science and Food industries and have solutions for almost all applications such as sterilization, freeze drying, environmental chamber testing, depyrogenation, warehouse mapping, pasteurization and many more.

At Ellab, we have a diversity of dedicated field service technicians to see to your qualification and validation needs. All of our technicians are equipped with industry leading measuring gear and FDA compliant software, allowing them to take on any challenge.  

Ellab’s qualified teams are spread out across the globe, allowing us to provide you with partial- and complete staffing any time, any place.   

Ellab develops unique and innovative solutions based on input from close interactions and dialogues with our customers. Our goal is to help our customers overcome challenges and increase their productivity by providing reliable and efficient solutions that are supported by a responsive and competent service team.

When you combine our hardware and software engineering and research office in Denmark and the UK, with our various sales and service centers, and over 60 distributors around the globe, you get a world-wide presence that allows us to provide outstanding service, validation and qualification services, rentals and calibrations – no matter where you are!",Unknown,Unknown,501-1000 empleados,Unknown,http://www.ellab.com,Unknown,https://www.linkedin.com/company/ellab/
1638,Comunidad de Madrid,Linical,"Linical Co., Ltd. is a global CRO incepted in 2005. Headquartered in Osaka, Japan, we are dedicated to serve our clients as a true partner. Linical is listed in the prime segment of the Tokyo Stock exchange. With more than 950 employees we directly serve in more than 20 countries in Asia-Pacific including Japan, Europe and North America via our own staff. 
Linical Europe is headquartered in Germany (Frankfurt) with substantial presence in France (Paris) and Spain (Madrid). Our geographic footprint facilitates a significant presence in the leading Western European markets combined with well-established own operations in key markets in Central and Eastern Europe.
• Linical prides itself of a strong track record in all phases of drug development. Our project approach and processes are tailored to meet the specific needs of your trial. Our Medical Affairs Division features access to several full time medics with broad therapeutic experience.
• Linical’s Corporate Clinical Data Management and Biostatistics team is based in Madrid, Spain, with an additional team located in Seoul, Korea. Our Data Science Center offers tailored concepts across all key therapeutic areas with particular expertise in early phase I/II studies. Moreover, pivotal Phase 2/3 trials are supported, but also late-phase approaches such as observational studies, post approval studies (PAS) and post authorization safety studies (PASS), to serve global as well as regional and national projects.
We thrive for efficient solutions that are helping our clients. We work as integrated teams functioning with maximum transparency throughout each study, making sure that the client is kept up to date on progress and all study parameters.
Our quality assurance systems supports every aspect of our activities and ensures our deliverables are fully compliant with international and local regulations.",Unknown,Unknown,501-1000 empleados,Unknown,http://www.linical.com,Unknown,https://www.linkedin.com/company/linical/
1639,Comunidad de Madrid,"Compliance Recruitment Solutions (Dublin, Geneva, London & Madrid)","Ethical, Expert & Professional Recruitment by former Compliance Officers, specialising in AML & Financial Crime (including Anti Bribery & Corruption, CDD/KYC & Fraud), Compliance, Data Privacy & Risk across all sectors particularly  Financial Services (including Payments), Healthcare & Pharmaceuticals and  Professional Services (including Accountancy & Law Firms). 

FOR EMPLOYERS

As all former Compliance Managers; 
- We would never waste your time with cvs that weren't exactly right as to 
   Function, Sector & Seniority
- With contacts going back 30 years to our own time in Compliance let alone 
   those built up since we started in Recruitment, we know a lot of the reactive 
   market i.e. candidates that won't apply to ads or even keep an updated 
   profile on LI but know & trust us. 
- We fairly advise on salaries for any given role & responsibilities or else what 
   to expect for a given budget (and write the job specification if required) 

So before advertising yourself and doubtlessly sifting through a large number of non spot-on responses, please approach us and see what we can offer you.  

FOR CANDIDATES

We never forget what it was like to be candidates ourselves thus have never mailshotted cvs nor have ever put candidates up for roles unless we genuinely believed was the right move for them. We also give honest advice on salaries and let you know if think aiming too high or even low as well as assist on cv presentation if can

Then once put you up for a role, can brief you properly on the role and where possible the interviewer and always endeavour to get you useful feedback even when not successful. After all, the candidate of today may well be the client of tomorrow 
 ",Unknown,Dotación y selección de personal,2-10 empleados,1996,http://www.compliancerecruitment.com,+442073306960,https://www.linkedin.com/company/compliance-recruitment-solutions/
1640,Comunidad de Madrid,Chazz,"We are a team of specialized professionals committed to making people's life better through designing new Digital Business (Business Models, Products & Services, Branding), Digital Growth (from Lead to Revenue, paid campaigns, marketing automation), and Customer Experience & Engagement leveraged on UX experts, Advanced marketing data and MadTECH (Martech + Adtech). 

We started our mission in 2017 as a venture building of NTT Data, the Worldwide #5 IT Consuting company. ","design, marketing , digital , business, branding , marketing automation , marTECH, AdTECH, service design, product design , research , new business model , paid media , marketing data , Customer experience, Customer management y Digital",Unknown,+10.001 empleados,2017,http://www.chazzdesign.com,,https://www.linkedin.com/company/chazz/
1641,Comunidad de Madrid,Kantar,"Kantar is the world’s leading marketing data and analytics company. . We have a complete, unique and rounded understanding of how people think, feel and act; globally and locally in over 90 markets. By combining the deep expertise of our people, our data resources and benchmarks and our innovative analytics and technology, we help our clients understand people and inspire growth.",Unknown,Unknown,+10.001 empleados,Unknown,http://www.kantar.com,Unknown,https://www.linkedin.com/company/kantar/
1642,Comunidad de Madrid,Ingrooves Music Group,"Ingrooves Music Group is a world leader in music distribution, marketing and technology that empowers labels and entrepreneurs to grow their businesses and thrive in the global music industry. Our comprehensive suite of solutions includes marketing strategy, insights and analytics, rights management, advertising, royalty accounting, video monetization and music licensing, all accessible through an intuitive client platform. Headquartered in Los Angeles with offices throughout North America, Latin America, Europe, Africa, Asia, and Australia, Ingrooves works everywhere music is streamed.","Music, Digital Distribution, Global Strategy, Marketing, Technology, Data Analytics, Label Services, Royalties, Video Monetization, Sync y Music Publishing",Unknown,201-500 empleados,2002,http://www.ingrooves.com/,Unknown,https://www.linkedin.com/company/ingrooves/
1643,Comunidad de Madrid,MongoDB,"MongoDB is the developer data platform company empowering innovators to create, transform, and disrupt industries by unleashing the power of software and data. Headquartered in New York, MongoDB has more than 37,000 customers in over 100 countries. The MongoDB database platform has been downloaded over 300 million times and there have been more than 1.5 million registrations for MongoDB University courses.","open source, databases, mongodb y software developer",Unknown,1001-5000 empleados,2007,http://www.mongodb.com,Unknown,https://www.linkedin.com/company/mongodbinc/
1644,Comunidad de Madrid,STARLIMS,Request a demo today and learn more about how STARLIMS solutions can help organizations working towards digital transformation.,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,https://www.linkedin.com/company/starlims/
1645,Comunidad de Madrid,Expleo Group,"Expleo is a global engineering, technology and consulting service provider that partners with leading organisations to guide them through their business transformation, helping them achieve operational excellence and future-proof their businesses.  

Expleo benefits from more than 40 years of experience developing complex products, optimising manufacturing processes, and ensuring the quality of information systems. 

Leveraging its deep sector knowledge and wide-ranging expertise in fields including AI engineering, digitalisation, hyper-automation, cybersecurity and data science, the group’s mission is to fast-track innovation through each step of the value chain.
 
As a responsible and diverse organisation, Expleo is committed to doing business with integrity and working towards a more sustainable and secure society.
 
Expleo boasts an extensive global footprint, powered by 15,000 highly-skilled experts delivering value in 30 countries and generating more than €1 billion in revenue.","Aerospace, Automotive, Defense, Space , Industry, Transportation, Naval, Systems, Bank & Financial services, Quality assurance, Consulting, Healthcare, Retail & Logistics, Media & Telecom, Insurance, Public Sector, Business Agility, Management Consulting, technology y digital transformation",Unknown,+10.001 empleados,1966,https://expleo.com/,Unknown,https://www.linkedin.com/company/expleo-group/
1646,Comunidad de Madrid,YouGov,"No solo recolectamos datos, también los conectamos. YouGov es un grupo internacional de análisis y estudio de mercado. Nuestra cadena de valor es un círculo perfeccionado formado por un panel online muy comprometido y métodos directo que nos ofrecen, de forma continua, una gran cantidad de información.  
Nuestra oferta de datos proviene de un panel altamente participativo de más de 11 millones de personas en todo el mundo, lo que nos proporcionan flujos de datos continuos y en directo. Capturamos y descargamos estos datos a través de nuestra variedad de plataformas de recogida de datos y los unificamos en YouGov Cube, una exclusiva biblioteca de datos única en el mundo.   
Potenciamos el valor de todos los datos conectados gracias a nuestra tecnología de vanguardia y una sólida experiencia en investigación de mercado, lo que nos hace capaces de ofrecer a nuestros clientes una plataforma de investigación innovadora para crear, mejorar y redefinir cualquier tipo de campaña o acción de marketing. Fundada en Reino Unido en el año 2000, YouGov es considerada la empresa pionera en el análisis de datos y estudios de mercado online.  
Nuestro exclusivo modelo online totalmente integrado dispone de un historial bien documentado y publicado, que refleja la precisión de nuestros métodos de encuesta y, a su vez, justifica la calidad del trabajo de servicio al cliente. 
Desarrollamos análisis y estudios en todo el mundo, lo que nos permite ofrecer a los clientes resultados internacionales de forma más rápida y rentable que los métodos tradicionales, sin influir en la calidad de los resultados.  
YouGov dispone de oficinas en Reino Unido, USA, Europa, MENA y APAC. Nuestro objetivo principal es entender a tu organización, el mundo que la rodea y el sector en el que trabaja: lo que nos permite ofrecerle un volumen continuo de datos precisos junto a una visión global de lo que la gente piensa y hace en todo el mundo",Unknown,Unknown,1001-5000 empleados,Unknown,https://business.yougov.com/,Unknown,https://www.linkedin.com/company/yougov/
1647,Comunidad de Madrid,Publicis Media,Unknown,Unknown,Unknown,+10.001 empleados,Unknown,http://www.publicisgroupe.com,Unknown,https://www.linkedin.com/company/publicismedia/
1648,Comunidad de Madrid,Jellyfish,"Jellyfish is a new kind of marketing performance company for the platform world, where success demands a creative, multi-platform mindset. We help brands thrive, by navigating, connecting, and harnessing the platforms that drive growth. 

We’re more than the same logo over every door. Our unique global structure combines platform understanding with tech, media, creativity, and data expertise. We make amazing things happen at the pace the platforms demand.

We’re proud to help shape the future of some of the world’s best brands - from ecommerce and CPG, to entertainment and gaming. 

Our unique, decade-long, multi-region Google partnership delivers across GMP, Cloud, and Training. We’re a Salesforce Consulting Partner, and one of the industry’s most extensively certified teams across both Facebook and Amazon.

We know how important it is to find, develop, and deploy the best digital talent. So we’re equally passionate about giving our talent a platform to perform, which everyone can shape and make their own as they progress. From nurturing diverse new talent within our Jellyfish Academy, to investing in proprietary technology that can cast and connect the best teams, globally and seamlessly. If you want to find out more about our latest career opportunities - wherever you are in the world - do get in touch.","Digital Strategy, Search, Analytics, Integrated Campaign Planning, Design & Build, Creative, Conversion Optimisation, Training, Video Production & Animation, Paid Media, Email, Google Marketing Platform Partner, Programmatic Display, UX y many more",Unknown,1001-5000 empleados,2005,http://www.jellyfish.com,Unknown,https://www.linkedin.com/company/jellyfishglobal/
1649,Comunidad de Madrid,Qualtrics,Unknown,Unknown,Unknown,5001-10.000 empleados,Unknown,https://www.qualtrics.com/,Unknown,https://www.linkedin.com/company/qualtrics/
1650,Comunidad de Madrid,Adyen,"Adyen (AMS: ADYEN) is the financial technology platform of choice for leading companies. By providing end-to-end payments capabilities, data-driven insights, and financial products in a single global solution, Adyen helps businesses achieve their ambitions faster. With offices around the world, Adyen works with the likes of Facebook, Uber, H&M, eBay, and Microsoft.

For support visit: https://support.adyen.com","online payment service, online payment system, online payment processing, payment service provider, online payment solution, online payment gateway, merchant services, mobile payments, Point-of-Sale payments, global acquiring, risk management, ecommerce, card terminals, card payments, compliance, Checkout, financial technology platform y fintech",Unknown,1001-5000 empleados,2006,https://www.adyen.com,Unknown,https://www.linkedin.com/company/adyen/
1651,Comunidad de Madrid,SoftwareONE,"SoftwareONE is a leading global provider of end-to-end software and cloud technology solutions, headquartered in Switzerland. With an IP and technology-driven services portfolio, it enables companies to holistically develop and implement their commercial, technology and digital transformation strategies. This is achieved by modernizing applications and migrating critical workloads on public clouds, while simultaneously managing and optimizing the related software and cloud assets and licensing. SoftwareONE’s offerings are connected by PyraCloud, its proprietary digital platform, which provides customers with data-driven, actionable intelligence. With around 8,700 employees and sales and service delivery capabilities in 90 countries, SoftwareONE provides around 65,000 business customers with software and cloud solutions from over 7,500 publishers. SoftwareONE’s shares (SWON) are listed on SIX Swiss Exchange. For more information, please visit our website.",Unknown,Unknown,5001-10.000 empleados,Unknown,http://www.softwareone.com/en/,Unknown,https://www.linkedin.com/company/softwareone/
1652,Comunidad de Madrid,ENVIRA,"ENVIRA Sostenible procede de la reorganización empresarial realizada en 2015 a Ingenieros Asesores S.A, sociedad constituida en 1985 pionera y todo un referente en la prestación de servicios ambientales, tanto a administraciones públicas como a empresas.

A lo largo de estos más de 30 años, fruto de nuestra experiencia e innovación, hemos incrementado considerablemente el rango de soluciones de alto valor añadido en tecnología y servicios avanzados

Nuestros sistemas automáticos integrados de medida de parámetros ambientales, el análisis de los datos conseguidos, la visualización y la comunicación, se caracterizan por su fiabilidad y adaptación a las necesidades de nuestros clientes.","Sistemas automáticos de medida, Laboratorio de calibración, Sensórica, Software a medida, Análisis científico de datos, Desarrollo de dispositivos IoT y Redes de calidad del aire",Unknown,51-200 empleados,1985,https://enviraiot.com,Unknown,https://www.linkedin.com/company/envira-iot/
